"Date","Rev"
"September 15, 2013","Pros:I love Pandora because it is pretty much like a radio and an MP3 Player combined in the sense that,you can choose your favorite songs,singers,rappers,or bands and the radio will give you their stations along with similar music related to what you chose.For example,if you type into the search engine,Brittney Spears,then her songs will show up with the new Britney Spears station you created and they will also add some songs from a similar artist like Cristina Aguilera,etc.I like this because you can learn new songs from many different artists.Pandora is really great at blending similar song styles.You can share the song or station you are listening to on facebook or twitter also.You are also allowed to skip a song you don't like by either pressing the skip icon or the dislike icon.The songs also comes with biography info about the artist/artists and the lyrics to each song as well as the album name.FREE.  Cons:Since Pandora is free and they pay for licenses to the songs,you are only allowed five or six skips a day.Afterwards,you can either stick it out or just change the station to something else.Pandora seems to only have certain songs from different artists not ALL their songs so even if you were to type in ""Count on Me"" by Bruno Mars for example into the search engine,it may just give you a different Bruno Mars song or a song like the one you requested but by a different artist altogether.Also,you cannot REWIND,FAST FORWARD,or REPLAY a song at all and I think that goes back to the fact that they have to pay for it.And,if you type in a song you just recently listened to and try to hear it again,for some reason it doesn't let you.  Summary: Pandora is a free radio station app where you can find your favorite songs and artists simply by typing their names into a search engine.You can always edit,meaning you can delete or add stations and it is a great way to learn new songs.While the skips are limited to five or six a day,each song provides you with lyrics and background information on the artist.You can always share what you are listening to on Facebook,Twitter,etc to let friends and family know but just remember you cannot replay a song so wait a bit to try to find it in the search engine.If you hit the like icon on a song,that particular song is more likely to show back up quicker so you wont have to wait long for it but just remember that you cannot rewind or fast forward,you can only PAUSE.Pandora is completely Iphone compatible and even pauses itself when you get an incoming phone call so you can always go back and resume a song when you are done talking.On the Kindle Fire,Pandora shows up nice and big on the screen which will help you to read the lyrics better! In all,Pandora is a amazing app to get for any device that is capable of having it and is the best music app created!!"
"November 23, 2014","enjoy the music. easy to start stations. the price is free. ads are very few and not distracting. well worth getting the app."
"February 3, 2016","Use it on wireless devices. Enjoy!"
"February 7, 2016","Still getting use to the settings."
"December 28, 2013","LOVE LOVE LOVE PANDORA!!!!!!!!!!!!!!!!!!!!! PLAY IT EVERYDAY!!!!!!!!!!!!!!! MAKES MY WORKOUTS GO BY FASTER!!!!!!!!!!!!!!!!!!!!! LIKE MAKING MY OWN STATIONS IT SUPER FUN!!!!"
"March 16, 2013","The icon for the carousel and favorites is extremely pixelated it is annoying please fix it but other than that it is a great app and I have been a pandora one user for a few years"
"July 17, 2013","PANDORA CATERS TO ALL PEOPLE AND ALL GENRES OF MUSIC. I PARTICULARLY LOVE IT BECAUSE OF MY AGE. I CAN HEAR ALL THE OLDIES THAT I LOVE AND ALSO ENJOY SOME OTHER MUSIC THAT YOU OFFER.   THANKS FOR THE MUSIC"
"January 8, 2014","It's fun to be able to download music and then play it through my Kindle. However, if you are on an airplane, make sure you have earphones so you don't bother your neighbor passengers."
"July 6, 2014","i use this sometimes,but it only allows you three skips an hour and i dont like a lot of the artists they play,so i skip them,dont mind the commercials."
"January 29, 2016","not good instructions to get started"
"February 10, 2014","This is now my go-to place for listening to music, which is one of my favorite things to do. What a great way to go directly to the songs I love. Fast and easy to set up and use."
"May 19, 2014","I have loved Pandora in the past and the app is almost as good. The only thing I would change is that you can't like songs other than the one currently playing."
"May 13, 2016","Good variety."
"October 21, 2015","Nice choice of music overall with little or no commercials"
"April 27, 2014","Pandora's great. I love all the different genres and how it's laid out. I'm getting a lot of use from it because I like a lot of different types of music. Thanks."
"September 5, 2015","Being that I like music I love that I can create my type of stations"
"March 4, 2016","I'm in LOVE with Pandora!!!!"
"June 13, 2016","Superb"
"January 1, 2014","can get music that don't get on radio by selecting what I like....sound is clear....would recommend to others...even though I haven't used much yet as I just purchased my kindle fire HDX"
"May 26, 2016","Love It!!!"
"June 6, 2015","I really like Pandora and like having it available on a smaller device than a computer."
"April 16, 2016","App will not update"
"May 30, 2016","Real nice"
"September 18, 2015","does not work!!! Says it's having technical difficulties 😒😈😢🙀"
